"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"1932","Q9Z0H8-2","ENSMUSG00000063146","1932.1.1","CLIP2","ENSG00000106665","CAP-Gly domain containing linker protein 2 [Source:HGNC Symbol;Acc:HGNC:2586]"
"1933","O08915","ENSMUSG00000024847","1933.1.1","AIP","ENSG00000110711","aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]"
"1934","O88685","ENSMUSG00000002102","1934.1.1","PSMC3","ENSG00000165916","proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]"
"1935","P02802","ENSMUSG00000031765","1935.1.1","MT1X","ENSG00000187193","metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]"
"1935","P02802","ENSMUSG00000031765","1935.1.2","MT1H","ENSG00000205358","metallothionein 1H [Source:HGNC Symbol;Acc:HGNC:7400]"
"1935","P02802","ENSMUSG00000031765","1935.1.3","MT1HL1","ENSG00000244020","metallothionein 1H like 1 [Source:HGNC Symbol;Acc:HGNC:31864]"
"1936","P08113","ENSMUSG00000020048","1936.1.1","HSP90B1","ENSG00000166598","heat shock protein 90 beta family member 1 [Source:HGNC Symbol;Acc:HGNC:12028]"
"1937","P49312","ENSMUSG00000046434","1937.1.1","HNRNPA1","ENSG00000135486","heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031]"
"1938","P51150","ENSMUSG00000079477","1938.1.1","RAB7A","ENSG00000075785","RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9788]"
"1939","P58044","ENSMUSG00000058258","1939.1.1","IDI1","ENSG00000067064","isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5387]"
"1940","P58283","ENSMUSG00000045078","1940.1.1","RNF216","ENSG00000011275","ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]"
"1941","Q3TGF2","ENSMUSG00000026655","1941.1.1","FAM107B","ENSG00000065809","family with sequence similarity 107 member B [Source:HGNC Symbol;Acc:HGNC:23726]"
"1942","Q4VBD9","ENSMUSG00000027439","1942.1.1","GZF1","ENSG00000125812","GDNF inducible zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:15808]"
"1943","Q5SWW4","ENSMUSG00000034297","1943.1.1","MED13","ENSG00000108510","mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474]"
"1944","Q61823","ENSMUSG00000024975","1944.1.1","PDCD4","ENSG00000150593","programmed cell death 4 [Source:HGNC Symbol;Acc:HGNC:8763]"
"1945","Q8BK48","ENSMUSG00000031886","1945.1.1","CES2","ENSG00000172831","carboxylesterase 2 [Source:HGNC Symbol;Acc:HGNC:1864]"
"1946","Q8BLU0","ENSMUSG00000047414","1946.1.1","FLRT2","ENSG00000185070","fibronectin leucine rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3761]"
"1947","Q8CID0","ENSMUSG00000027425","1947.1.1","KAT14","ENSG00000149474","lysine acetyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:15904]"
"1948","Q8K4J6","ENSMUSG00000042292","1948.1.1","MRTFA","ENSG00000196588","myocardin related transcription factor A [Source:HGNC Symbol;Acc:HGNC:14334]"
"1949","Q91YR5","ENSMUSG00000026694","1949.1.1","METTL13","ENSG00000010165","methyltransferase 13, eEF1A lysine and N-terminal methyltransferase [Source:HGNC Symbol;Acc:HGNC:24248]"
"1950","Q99K41","ENSMUSG00000029163","1950.1.1","EMILIN1","ENSG00000138080","elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:HGNC:19880]"
"1951","Q99N57","ENSMUSG00000000441","1951.1.1","RAF1","ENSG00000132155","Raf-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:9829]"
"1952","Q9D379","ENSMUSG00000038776","1952.1.1","EPHX1","ENSG00000143819","epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401]"
"1953","Q9ER69","ENSMUSG00000060475","1953.1.1","WTAP","ENSG00000146457","WT1 associated protein [Source:HGNC Symbol;Acc:HGNC:16846]"
"1954","Q9Z0J0","ENSMUSG00000021242","1954.1.1","NPC2","ENSG00000119655","NPC intracellular cholesterol transporter 2 [Source:HGNC Symbol;Acc:HGNC:14537]"
"1955","Q9Z2W0","ENSMUSG00000026209","1955.1.1","DNPEP","ENSG00000123992","aspartyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:2981]"
"1956","P12023","ENSMUSG00000022892","1956.1.1","APP","ENSG00000142192","amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]"
"1957","P32067","ENSMUSG00000068882","1957.1.1","SSB","ENSG00000138385","small RNA binding exonuclease protection factor La [Source:HGNC Symbol;Acc:HGNC:11316]"
"1958","Q01405","ENSMUSG00000020986","1958.1.1","SEC23A","ENSG00000100934","SEC23 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10701]"
"1959","Q8C0D0","ENSMUSG00000025086","1959.1.1","TRUB1","ENSG00000165832","TruB pseudouridine synthase family member 1 [Source:HGNC Symbol;Acc:HGNC:16060]"
"1960","Q9ESN6","ENSMUSG00000027993","1960.1.1","TRIM2","ENSG00000109654","tripartite motif containing 2 [Source:HGNC Symbol;Acc:HGNC:15974]"
"1961","P42669","ENSMUSG00000043991","1961.1.1","PURA","ENSG00000185129","purine rich element binding protein A [Source:HGNC Symbol;Acc:HGNC:9701]"
"1962","Q3TKT4","ENSMUSG00000032187","1962.1.1","SMARCA4","ENSG00000127616","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:HGNC Symbol;Acc:HGNC:11100]"
"1963","Q3UMW8","ENSMUSG00000022125","1963.1.1","CLN5","ENSG00000102805","CLN5 intracellular trafficking protein [Source:HGNC Symbol;Acc:HGNC:2076]"
"1963","Q3UMW8","ENSMUSG00000022125","1963.1.2","","ENSG00000283208","novel protein"
"1964","Q9QYC0","ENSMUSG00000029106","1964.1.1","ADD1","ENSG00000087274","adducin 1 [Source:HGNC Symbol;Acc:HGNC:243]"
"1965","Q9R001","ENSMUSG00000022894","1965.1.1","ADAMTS5","ENSG00000154736","ADAM metallopeptidase with thrombospondin type 1 motif 5 [Source:HGNC Symbol;Acc:HGNC:221]"
"1966","Q9Z2N8","ENSMUSG00000027671","1966.1.1","ACTL6A","ENSG00000136518","actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124]"
"1967","O88413","ENSMUSG00000001521","1967.1.1","TULP3","ENSG00000078246","TUB like protein 3 [Source:HGNC Symbol;Acc:HGNC:12425]"
"1968","P38532","ENSMUSG00000022556","1968.1.1","HSF1","ENSG00000185122","heat shock transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5224]"
"1969","P51612","ENSMUSG00000030094","1969.1.1","XPC","ENSG00000154767","XPC complex subunit, DNA damage recognition and repair factor [Source:HGNC Symbol;Acc:HGNC:12816]"
"1970","P62309","ENSMUSG00000057278","1970.1.1","SNRPG","ENSG00000143977","small nuclear ribonucleoprotein polypeptide G [Source:HGNC Symbol;Acc:HGNC:11163]"
"1971","Q03366","ENSMUSG00000035373","1971.1.1","CCL7","ENSG00000108688","C-C motif chemokine ligand 7 [Source:HGNC Symbol;Acc:HGNC:10634]"
"1972","Q61699","ENSMUSG00000029657","1972.1.1","HSPH1","ENSG00000120694","heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]"
"1973","Q64191","ENSMUSG00000031521","1973.1.1","AGA","ENSG00000038002","aspartylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:318]"
"1974","Q80UW5","ENSMUSG00000024769","1974.1.1","CDC42BPG","ENSG00000171219","CDC42 binding protein kinase gamma [Source:HGNC Symbol;Acc:HGNC:29829]"
"1975","Q8BFR4","ENSMUSG00000034707","1975.1.1","GNS","ENSG00000135677","glucosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4422]"
"1976","Q9CSU0","ENSMUSG00000027651","1976.1.1","RPRD1B","ENSG00000101413","regulation of nuclear pre-mRNA domain containing 1B [Source:HGNC Symbol;Acc:HGNC:16209]"
"1977","Q9JLB2","ENSMUSG00000021112","1977.1.1","PALS1","ENSG00000072415","protein associated with LIN7 1, MAGUK family member [Source:HGNC Symbol;Acc:HGNC:18669]"
"1978","Q9Z2E1","ENSMUSG00000024513","1978.1.1","MBD2","ENSG00000134046","methyl-CpG binding domain protein 2 [Source:HGNC Symbol;Acc:HGNC:6917]"
"1979","O35074","ENSMUSG00000017969","1979.1.1","PTGIS","ENSG00000124212","prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603]"
"1980","P11087","ENSMUSG00000001506","1980.1.1","COL1A1","ENSG00000108821","collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197]"
"1981","Q8CCJ9","ENSMUSG00000072501","1981.1.1","PHF20L1","ENSG00000129292","PHD finger protein 20 like 1 [Source:HGNC Symbol;Acc:HGNC:24280]"
"1982","Q99JW4","N/A","1982.1.1","N/A","N/A","N/A"
"1983","Q9DBY5","ENSMUSG00000089715","1983.1.1","CBX6","ENSG00000183741","chromobox 6 [Source:HGNC Symbol;Acc:HGNC:1556]"
"1984","B2RVL6","ENSMUSG00000055538","1984.1.1","ZCCHC24","ENSG00000165424","zinc finger CCHC-type containing 24 [Source:HGNC Symbol;Acc:HGNC:26911]"
"1985","D2EAC2","ENSMUSG00000094410","1985.1.1","ZBED6","ENSG00000257315","zinc finger BED-type containing 6 [Source:HGNC Symbol;Acc:HGNC:33273]"
"1986","P10852","ENSMUSG00000010095","1986.1.1","SLC3A2","ENSG00000168003","solute carrier family 3 member 2 [Source:HGNC Symbol;Acc:HGNC:11026]"
"1987","P29758","ENSMUSG00000030934","1987.1.1","OAT","ENSG00000065154","ornithine aminotransferase [Source:HGNC Symbol;Acc:HGNC:8091]"
"1988","Q3TXS7","ENSMUSG00000026229","1988.1.1","PSMD1","ENSG00000173692","proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]"
"1989","Q69ZQ2","ENSMUSG00000030056","1989.1.1","ISY1","ENSG00000240682","ISY1 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:29201]"
"1989","Q69ZQ2","ENSMUSG00000030056","1989.1.2","ISY1-RAB43","ENSG00000261796","ISY1-RAB43 readthrough [Source:HGNC Symbol;Acc:HGNC:42969]"
"1990","Q8C0C0","ENSMUSG00000071757","1990.1.1","ZHX2","ENSG00000178764","zinc fingers and homeoboxes 2 [Source:HGNC Symbol;Acc:HGNC:18513]"
"1991","Q8CI94","ENSMUSG00000033059","1991.1.1","PYGB","ENSG00000100994","glycogen phosphorylase B [Source:HGNC Symbol;Acc:HGNC:9723]"
"1992","Q8K4Z5","ENSMUSG00000002129","1992.1.1","SF3A1","ENSG00000099995","splicing factor 3a subunit 1 [Source:HGNC Symbol;Acc:HGNC:10765]"
"1993","Q91VJ2","ENSMUSG00000037060","1993.1.1","CAVIN3","ENSG00000170955","caveolae associated protein 3 [Source:HGNC Symbol;Acc:HGNC:9400]"
"1994","Q99K74","ENSMUSG00000017210","1994.1.1","MED24","ENSG00000008838","mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]"
"1995","Q9D7M1","ENSMUSG00000027573","1995.1.1","GID8","ENSG00000101193","GID complex subunit 8 homolog [Source:HGNC Symbol;Acc:HGNC:15857]"
"1996","Q9QZ88","ENSMUSG00000029462","1996.1.1","VPS29","ENSG00000111237","VPS29 retromer complex component [Source:HGNC Symbol;Acc:HGNC:14340]"
"1997","Q9R1A8","ENSMUSG00000040782","1997.1.1","COP1","ENSG00000143207","COP1 E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:17440]"
"1998","O70400","ENSMUSG00000055044","1998.1.1","PDLIM1","ENSG00000107438","PDZ and LIM domain 1 [Source:HGNC Symbol;Acc:HGNC:2067]"
"1999","P49615","ENSMUSG00000028969","1999.1.1","CDK5","ENSG00000164885","cyclin dependent kinase 5 [Source:HGNC Symbol;Acc:HGNC:1774]"
"2000","P52332","N/A","2000.1.1","N/A","N/A","N/A"
"2001","Q0P5W1","ENSMUSG00000033653","2001.1.1","VPS8","ENSG00000156931","VPS8 subunit of CORVET complex [Source:HGNC Symbol;Acc:HGNC:29122]"
"2002","Q3U0J8","ENSMUSG00000037410","2002.1.1","TBC1D2B","ENSG00000167202","TBC1 domain family member 2B [Source:HGNC Symbol;Acc:HGNC:29183]"
"2003","Q3UMF0","ENSMUSG00000034903","2003.1.1","COBLL1","ENSG00000082438","cordon-bleu WH2 repeat protein like 1 [Source:HGNC Symbol;Acc:HGNC:23571]"
"2004","Q62245","ENSMUSG00000024241","2004.1.1","SOS1","ENSG00000115904","SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:11187]"
"2005","Q6ZQ08","ENSMUSG00000036550","2005.1.1","CNOT1","ENSG00000125107","CCR4-NOT transcription complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7877]"
"2006","Q7TT18","ENSMUSG00000030213","2006.1.1","ATF7IP","ENSG00000171681","activating transcription factor 7 interacting protein [Source:HGNC Symbol;Acc:HGNC:20092]"
"2007","Q80V86","ENSMUSG00000040738","2007.1.1","INTS8","ENSG00000164941","integrator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:26048]"
"2008","Q8BMB3","ENSMUSG00000026254","2008.1.1","EIF4E2","ENSG00000135930","eukaryotic translation initiation factor 4E family member 2 [Source:HGNC Symbol;Acc:HGNC:3293]"
"2009","Q91YW3","ENSMUSG00000022136","2009.1.1","DNAJC3","ENSG00000102580","DnaJ heat shock protein family (Hsp40) member C3 [Source:HGNC Symbol;Acc:HGNC:9439]"
"2010","Q920Q6","ENSMUSG00000069769","2010.1.1","MSI2","ENSG00000153944","musashi RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18585]"
"2011","Q9D1P2","ENSMUSG00000030801","2011.1.1","KAT8","ENSG00000103510","lysine acetyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:17933]"
"2012","Q9D7H3","ENSMUSG00000000339","2012.1.1","RTCA","ENSG00000137996","RNA 3'-terminal phosphate cyclase [Source:HGNC Symbol;Acc:HGNC:17981]"
"2013","Q9EP97","ENSMUSG00000005204","2013.1.1","SENP3","ENSG00000161956","SUMO specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:17862]"
"2013","Q9EP97","ENSMUSG00000005204","2013.1.2","SENP3-EIF4A1","ENSG00000277957","SENP3-EIF4A1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49182]"
"2014","Q9Z1B5","ENSMUSG00000029910","2014.1.1","MAD2L1","ENSG00000164109","mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763]"
"2015","E9Q7E2","ENSMUSG00000033237","2015.1.1","ARID2","ENSG00000189079","AT-rich interaction domain 2 [Source:HGNC Symbol;Acc:HGNC:18037]"
"2016","P51807","ENSMUSG00000000579","2016.1.1","DYNLT1","ENSG00000146425","dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]"
"2016","P51807","ENSMUSG00000092074","2016.2.1","DYNLT1","ENSG00000146425","dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]"
"2016","P51807","ENSMUSG00000095677","2016.3.1","DYNLT1","ENSG00000146425","dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]"
"2016","P51807","ENSMUSG00000096255","2016.4.1","DYNLT1","ENSG00000146425","dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]"
"2017","P97351","ENSMUSG00000028081","2017.1.1","RPS3A","ENSG00000145425","ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421]"
"2018","Q04857","ENSMUSG00000001119","2018.1.1","COL6A1","ENSG00000142156","collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211]"
"2019","Q3TCN2","ENSMUSG00000029598","2019.1.1","PLBD2","ENSG00000151176","phospholipase B domain containing 2 [Source:HGNC Symbol;Acc:HGNC:27283]"
"2020","Q5F2E8","ENSMUSG00000017291","2020.1.1","TAOK1","ENSG00000160551","TAO kinase 1 [Source:HGNC Symbol;Acc:HGNC:29259]"
"2021","Q62077","ENSMUSG00000016933","2021.1.1","PLCG1","ENSG00000124181","phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065]"
"2022","Q62312","ENSMUSG00000032440","2022.1.1","TGFBR2","ENSG00000163513","transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]"
"2023","Q64337-2","ENSMUSG00000015837","2023.1.1","SQSTM1","ENSG00000161011","sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]"
"2024","Q7TPM9","ENSMUSG00000030522","2024.1.1","MTMR10","ENSG00000166912","myotubularin related protein 10 [Source:HGNC Symbol;Acc:HGNC:25999]"
"2025","Q7TT28","ENSMUSG00000047417","2025.1.1","REXO1","ENSG00000079313","RNA exonuclease 1 homolog [Source:HGNC Symbol;Acc:HGNC:24616]"
"2026","Q80SY5","ENSMUSG00000027881","2026.1.1","PRPF38B","ENSG00000134186","pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:HGNC:25512]"
"2027","Q80W68","ENSMUSG00000041734","2027.1.1","KIRREL1","ENSG00000183853","kirre like nephrin family adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:15734]"
"2028","Q810A3","ENSMUSG00000071660","2028.1.1","TTC9C","ENSG00000162222","tetratricopeptide repeat domain 9C [Source:HGNC Symbol;Acc:HGNC:28432]"
"2029","Q8C650","N/A","2029.1.1","N/A","N/A","N/A"
"2030","Q8C6G8","ENSMUSG00000038733","2030.1.1","WDR26","ENSG00000162923","WD repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21208]"
"2031","Q8VDP4","ENSMUSG00000033712","2031.1.1","CCAR2","ENSG00000158941","cell cycle and apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:23360]"
"2032","Q8VHR5","ENSMUSG00000042390","2032.1.1","GATAD2B","ENSG00000143614","GATA zinc finger domain containing 2B [Source:HGNC Symbol;Acc:HGNC:30778]"
"2033","Q99JR8","ENSMUSG00000078619","2033.1.1","SMARCD2","ENSG00000108604","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:HGNC Symbol;Acc:HGNC:11107]"
"2034","Q9CY27","ENSMUSG00000031708","2034.1.1","TECR","ENSG00000099797","trans-2,3-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:4551]"
"2035","Q9DCG9","ENSMUSG00000038812","2035.1.1","TRMT112","ENSG00000173113","tRNA methyltransferase activator subunit 11-2 [Source:HGNC Symbol;Acc:HGNC:26940]"
"2036","Q9JHJ0","ENSMUSG00000058587","2036.1.1","TMOD3","ENSG00000138594","tropomodulin 3 [Source:HGNC Symbol;Acc:HGNC:11873]"
"2037","Q9JLV6","N/A","2037.1.1","N/A","N/A","N/A"
"2038","Q9R1X5","ENSMUSG00000022822","2038.1.1","ABCC5","ENSG00000114770","ATP binding cassette subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:56]"
"2039","Q6NZF1","ENSMUSG00000102976","2039.1.1","ZC3H11A","ENSG00000058673","zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:HGNC:29093]"
"2039","Q6NZF1","ENSMUSG00000102976","2039.1.2","ZC3H11B","ENSG00000215817","zinc finger CCCH-type containing 11B [Source:HGNC Symbol;Acc:HGNC:25659]"
"2039","Q6NZF1","ENSMUSG00000116275","2039.2.1","ZC3H11A","ENSG00000058673","zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:HGNC:29093]"
"2039","Q6NZF1","ENSMUSG00000116275","2039.2.2","ZC3H11B","ENSG00000215817","zinc finger CCCH-type containing 11B [Source:HGNC Symbol;Acc:HGNC:25659]"
"2040","Q9JI13","ENSMUSG00000070697","2040.1.1","UTP3","ENSG00000132467","UTP3 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24477]"
"2041","Q9JIZ9","ENSMUSG00000019461","2041.1.1","PLSCR3","ENSG00000187838","phospholipid scramblase 3 [Source:HGNC Symbol;Acc:HGNC:16495]"
"2042","Q69ZN7","ENSMUSG00000048612","2042.1.1","MYOF","ENSG00000138119","myoferlin [Source:HGNC Symbol;Acc:HGNC:3656]"
"2043","Q80ZK9","ENSMUSG00000037622","2043.1.1","WDTC1","ENSG00000142784","WD and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:29175]"
"2044","Q9CWW7","ENSMUSG00000024560","2044.1.1","CXXC1","ENSG00000154832","CXXC finger protein 1 [Source:HGNC Symbol;Acc:HGNC:24343]"
"2045","O55022","ENSMUSG00000006373","2045.1.1","PGRMC1","ENSG00000101856","progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:HGNC:16090]"
"2046","P21956-2","ENSMUSG00000030605","2046.1.1","MFGE8","ENSG00000140545","milk fat globule EGF and factor V/VIII domain containing [Source:HGNC Symbol;Acc:HGNC:7036]"
"2047","P47754","ENSMUSG00000015733","2047.1.1","CAPZA2","ENSG00000198898","capping actin protein of muscle Z-line subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:1490]"
"2048","P56480","ENSMUSG00000025393","2048.1.1","ATP5F1B","ENSG00000110955","ATP synthase F1 subunit beta [Source:HGNC Symbol;Acc:HGNC:830]"
"2049","Q3TC46","ENSMUSG00000046139","2049.1.1","PATL1","ENSG00000166889","PAT1 homolog 1, processing body mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:26721]"
"2050","Q61211","ENSMUSG00000026427","2050.1.1","EIF2D","ENSG00000143486","eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]"
"2051","Q6DIC0","N/A","2051.1.1","N/A","N/A","N/A"
"2052","Q80YT7","ENSMUSG00000038170","2052.1.1","PDE4DIP","ENSG00000178104","phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580]"
"2053","Q8BFY9","ENSMUSG00000009470","2053.1.1","TNPO1","ENSG00000083312","transportin 1 [Source:HGNC Symbol;Acc:HGNC:6401]"
"2054","Q8CCB4","ENSMUSG00000017288","2054.1.1","VPS53","ENSG00000141252","VPS53 subunit of GARP complex [Source:HGNC Symbol;Acc:HGNC:25608]"
"2055","Q8CI11","ENSMUSG00000042354","2055.1.1","GNL3","ENSG00000163938","G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]"
"2056","Q8QZV7","ENSMUSG00000040250","2056.1.1","INTS13","ENSG00000064102","integrator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:20174]"
"2057","Q8R146","ENSMUSG00000032590","2057.1.1","APEH","ENSG00000164062","acylaminoacyl-peptide hydrolase [Source:HGNC Symbol;Acc:HGNC:586]"
"2058","Q8VIJ6","ENSMUSG00000028820","2058.1.1","SFPQ","ENSG00000116560","splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]"
"2059","Q924C6","ENSMUSG00000025185","2059.1.1","LOXL4","ENSG00000138131","lysyl oxidase like 4 [Source:HGNC Symbol;Acc:HGNC:17171]"
"2060","Q99MR6","ENSMUSG00000037364","2060.1.1","SRRT","ENSG00000087087","serrate, RNA effector molecule [Source:HGNC Symbol;Acc:HGNC:24101]"
"2061","Q9CPT5","ENSMUSG00000025869","2061.1.1","NOP16","ENSG00000048162","NOP16 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:26934]"
"2062","Q9D8W5","ENSMUSG00000020720","2062.1.1","PSMD12","ENSG00000197170","proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]"
"2063","Q9JHL1","N/A","2063.1.1","N/A","N/A","N/A"
"2064","Q9R207","ENSMUSG00000028224","2064.1.1","NBN","ENSG00000104320","nibrin [Source:HGNC Symbol;Acc:HGNC:7652]"
"2065","Q9Z0H3","ENSMUSG00000000902","2065.1.1","SMARCB1","ENSG00000099956","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:HGNC:11103]"
"2066","P33174","ENSMUSG00000034311","2066.1.1","KIF4A","ENSG00000090889","kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]"
"2067","Q6PGF7","ENSMUSG00000074030","2067.1.1","EXOC8","ENSG00000116903","exocyst complex component 8 [Source:HGNC Symbol;Acc:HGNC:24659]"
"2068","Q80W14","N/A","2068.1.1","N/A","N/A","N/A"
"2069","Q8BWQ6","ENSMUSG00000030982","2069.1.1","VPS35L","ENSG00000103544","VPS35 endosomal protein sorting factor like [Source:HGNC Symbol;Acc:HGNC:24641]"
"2070","O08664","ENSMUSG00000030814","2070.1.1","BCL7C","ENSG00000099385","BAF chromatin remodeling complex subunit BCL7C [Source:HGNC Symbol;Acc:HGNC:1006]"
"2071","O88574","ENSMUSG00000031609","2071.1.1","SAP30","ENSG00000164105","Sin3A associated protein 30 [Source:HGNC Symbol;Acc:HGNC:10532]"
"2072","P97946","ENSMUSG00000031380","2072.1.1","VEGFD","ENSG00000165197","vascular endothelial growth factor D [Source:HGNC Symbol;Acc:HGNC:3708]"
"2073","Q02788","ENSMUSG00000020241","2073.1.1","COL6A2","ENSG00000142173","collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]"
